root_dir,graph_path,is_eq,n_B,n_C,n_atoms,composition,tag
D:\Sara\All_DFT_Data,120/B105C15_3/S_366036/graphs.pt,0,105,15,120,B105C15,S_366036
D:\Sara\All_DFT_Data,15/B13C2_1/S_174381/graphs.pt,0,13,2,15,B13C2,S_174381
D:\Sara\All_DFT_Data,15/B12C3_5/S_185920/graphs.pt,0,12,3,15,B12C3,S_185920
D:\Sara\All_DFT_Data,60/B47C13_4/S_77721/graphs.pt,0,47,13,60,B47C13,S_77721
D:\Sara\All_DFT_Data,60/B51C9_3/S_52091/graphs.pt,0,51,9,60,B51C9,S_52091
D:\Sara\All_DFT_Data\Test_Data,Test57/graphs.pt,1,11,4,15,B11C4,Test57
D:\Sara\All_DFT_Data,15/B13C2_1/S_59004/graphs.pt,0,13,2,15,B13C2,S_59004
D:\Sara\All_DFT_Data,120/B113C7_2/S_237336/graphs.pt,0,113,7,120,B113C7,S_237336
D:\Sara\All_DFT_Data,30/B27C3_1/S_399785/graphs.pt,0,27,3,30,B27C3,S_399785
D:\Sara\All_DFT_Data\Test_Data,Test84/graphs.pt,1,99,21,120,B99C21,Test84
D:\Sara\All_DFT_Data,120/B111C9_5/S_278269/graphs.pt,0,111,9,120,B111C9,S_278269
D:\Sara\All_DFT_Data,30/B25C5_5/S_370187/graphs.pt,0,25,5,30,B25C5,S_370187
D:\Sara\All_DFT_Data,30/B25C5_2/S_382054/graphs.pt,0,25,5,30,B25C5,S_382054
D:\Sara\All_DFT_Data,30/B27C3_4/S_24031/graphs.pt,0,27,3,30,B27C3,S_24031
D:\Sara\All_DFT_Data,15/B14C_2/S_196211/graphs.pt,0,14,1,15,B14C1,S_196211
D:\Sara\All_DFT_Data,60/B53C7_4/S_388191/graphs.pt,0,53,7,60,B53C7,S_388191
D:\Sara\All_DFT_Data,15/B13C2_2/S_159720/graphs.pt,0,13,2,15,B13C2,S_159720
D:\Sara\All_DFT_Data,60/B53C7_3/S_12943/graphs.pt,0,53,7,60,B53C7,S_12943
D:\Sara\All_DFT_Data,120/B107C13_1/S_320366/graphs.pt,0,107,13,120,B107C13,S_320366
D:\Sara\All_DFT_Data,120/B107C13_5/S_278882/graphs.pt,0,107,13,120,B107C13,S_278882
D:\Sara\All_DFT_Data,60/B53C7_3/S_161193/graphs.pt,0,53,7,60,B53C7,S_161193
D:\Sara\All_DFT_Data,30/B27C3_3/S_375564/graphs.pt,0,27,3,30,B27C3,S_375564
D:\Sara\All_DFT_Data,120/B107C13_4/S_49359/graphs.pt,0,107,13,120,B107C13,S_49359
D:\Sara\All_DFT_Data,120/B103C17_2/S_261144/graphs.pt,0,103,17,120,B103C17,S_261144
D:\Sara\All_DFT_Data,60/B49C11_4/S_324281/graphs.pt,0,49,11,60,B49C11,S_324281
D:\Sara\All_DFT_Data,60/B45C15_3/S_289037/graphs.pt,0,45,15,60,B45C15,S_289037
D:\Sara\All_DFT_Data,120/B107C13_2/S_293020/graphs.pt,0,107,13,120,B107C13,S_293020
D:\Sara\All_DFT_Data,15/B14C_2/S_368843/graphs.pt,0,14,1,15,B14C1,S_368843
D:\Sara\All_DFT_Data,30/B25C5_4/S_321538/graphs.pt,0,25,5,30,B25C5,S_321538
D:\Sara\All_DFT_Data,15/B14C_3/S_134383/graphs.pt,0,14,1,15,B14C1,S_134383
D:\Sara\All_DFT_Data,120/B107C13_1/S_277118/graphs.pt,0,107,13,120,B107C13,S_277118
D:\Sara\All_DFT_Data,15/B11C4_3/S_349785/graphs.pt,0,11,4,15,B11C4,S_349785
D:\Sara\All_DFT_Data,120/B103C17_1/S_239443/graphs.pt,0,103,17,120,B103C17,S_239443
D:\Sara\All_DFT_Data,60/B47C13_4/S_280169/graphs.pt,0,47,13,60,B47C13,S_280169
D:\Sara\All_DFT_Data,15/B14C_2/S_23955/graphs.pt,0,14,1,15,B14C1,S_23955
D:\Sara\All_DFT_Data,30/B27C3_2/S_348654/graphs.pt,0,27,3,30,B27C3,S_348654
D:\Sara\All_DFT_Data,30/B23C7_4/S_52037/graphs.pt,0,23,7,30,B23C7,S_52037
D:\Sara\All_DFT_Data,120/B99C21_1/S_190495/graphs.pt,0,99,21,120,B99C21,S_190495
D:\Sara\All_DFT_Data\Test_Data,Test48/graphs.pt,1,13,2,15,B13C2,Test48
D:\Sara\All_DFT_Data,60/B45C15_1/S_97360/graphs.pt,0,45,15,60,B45C15,S_97360
D:\Sara\All_DFT_Data,60/B55C5_2/S_258331/graphs.pt,0,55,5,60,B55C5,S_258331
D:\Sara\All_DFT_Data,60/B45C15_1/S_251976/graphs.pt,0,45,15,60,B45C15,S_251976
D:\Sara\All_DFT_Data,120/B113C7_2/S_119540/graphs.pt,0,113,7,120,B113C7,S_119540
D:\Sara\All_DFT_Data,30/B23C7_1/S_340978/graphs.pt,0,23,7,30,B23C7,S_340978
D:\Sara\All_DFT_Data,15/B11C4_1/S_352693/graphs.pt,0,11,4,15,B11C4,S_352693
D:\Sara\All_DFT_Data,60/B45C15_1/S_2537/graphs.pt,0,45,15,60,B45C15,S_2537
D:\Sara\All_DFT_Data,30/B27C3_5/S_216406/graphs.pt,0,27,3,30,B27C3,S_216406
D:\Sara\All_DFT_Data,30/B27C3_3/S_40715/graphs.pt,0,27,3,30,B27C3,S_40715
D:\Sara\All_DFT_Data,120/B111C9_2/S_376311/graphs.pt,0,111,9,120,B111C9,S_376311
D:\Sara\All_DFT_Data,120/B97C23_1/S_230609/graphs.pt,0,97,23,120,B97C23,S_230609
D:\Sara\All_DFT_Data,120/B113C7_5/S_283030/graphs.pt,0,113,7,120,B113C7,S_283030
D:\Sara\All_DFT_Data,60/B49C11_4/S_383654/graphs.pt,0,49,11,60,B49C11,S_383654
D:\Sara\All_DFT_Data,120/B113C7_4/S_251462/graphs.pt,0,113,7,120,B113C7,S_251462
D:\Sara\All_DFT_Data\Test_Data,Test19/graphs.pt,1,12,3,15,B12C3,Test19
D:\Sara\All_DFT_Data,120/B109C11_2/S_69058/graphs.pt,0,109,11,120,B109C11,S_69058
D:\Sara\All_DFT_Data,120/B109C11_2/S_301210/graphs.pt,0,109,11,120,B109C11,S_301210
D:\Sara\All_DFT_Data,30/B27C3_2/S_77525/graphs.pt,0,27,3,30,B27C3,S_77525
D:\Sara\All_DFT_Data,120/B97C23_1/S_319381/graphs.pt,0,97,23,120,B97C23,S_319381
D:\Sara\All_DFT_Data,15/B11C4_4/S_294888/graphs.pt,0,11,4,15,B11C4,S_294888
D:\Sara\All_DFT_Data,120/B101C19_4/S_127378/graphs.pt,0,101,19,120,B101C19,S_127378
D:\Sara\All_DFT_Data,60/B51C9_2/S_61485/graphs.pt,0,51,9,60,B51C9,S_61485
D:\Sara\All_DFT_Data,60/B49C11_1/S_211657/graphs.pt,0,49,11,60,B49C11,S_211657
D:\Sara\All_DFT_Data,30/B25C5_3/S_21084/graphs.pt,0,25,5,30,B25C5,S_21084
D:\Sara\All_DFT_Data,30/B25C5_4/S_135942/graphs.pt,0,25,5,30,B25C5,S_135942
D:\Sara\All_DFT_Data,120/B113C7_2/S_223782/graphs.pt,0,113,7,120,B113C7,S_223782
D:\Sara\All_DFT_Data,30/B25C5_3/S_301602/graphs.pt,0,25,5,30,B25C5,S_301602
D:\Sara\All_DFT_Data\Test_Data,Test38/graphs.pt,1,11,4,15,B11C4,Test38
D:\Sara\All_DFT_Data,120/B111C9_1/S_201493/graphs.pt,0,111,9,120,B111C9,S_201493
D:\Sara\All_DFT_Data,120/B111C9_5/S_255752/graphs.pt,0,111,9,120,B111C9,S_255752
D:\Sara\All_DFT_Data,15/B13C2_3/S_48938/graphs.pt,0,13,2,15,B13C2,S_48938
D:\Sara\All_DFT_Data,15/B12C3_4/S_198155/graphs.pt,0,12,3,15,B12C3,S_198155
D:\Sara\All_DFT_Data,60/B51C9_4/S_387503/graphs.pt,0,51,9,60,B51C9,S_387503
D:\Sara\All_DFT_Data,60/B51C9_3/S_351914/graphs.pt,0,51,9,60,B51C9,S_351914
D:\Sara\All_DFT_Data,15/B12C3_2/S_275844/graphs.pt,0,12,3,15,B12C3,S_275844
D:\Sara\All_DFT_Data,30/B23C7_1/S_164044/graphs.pt,0,23,7,30,B23C7,S_164044
D:\Sara\All_DFT_Data,120/B101C19_2/S_270593/graphs.pt,0,101,19,120,B101C19,S_270593
D:\Sara\All_DFT_Data,120/B97C23_5/S_98254/graphs.pt,0,97,23,120,B97C23,S_98254
D:\Sara\All_DFT_Data,120/B111C9_3/S_274760/graphs.pt,0,111,9,120,B111C9,S_274760
D:\Sara\All_DFT_Data,120/B109C11_1/S_182039/graphs.pt,0,109,11,120,B109C11,S_182039
D:\Sara\All_DFT_Data,120/B99C21_1/S_294964/graphs.pt,0,99,21,120,B99C21,S_294964
D:\Sara\All_DFT_Data,15/B12C3_5/S_25723/graphs.pt,0,12,3,15,B12C3,S_25723
D:\Sara\All_DFT_Data,15/B14C_2/S_292715/graphs.pt,0,14,1,15,B14C1,S_292715
D:\Sara\All_DFT_Data,15/B11C4_4/S_367978/graphs.pt,0,11,4,15,B11C4,S_367978
D:\Sara\All_DFT_Data,60/B55C5_4/S_335340/graphs.pt,0,55,5,60,B55C5,S_335340
D:\Sara\All_DFT_Data,15/B11C4_3/S_175973/graphs.pt,0,11,4,15,B11C4,S_175973
D:\Sara\All_DFT_Data,60/B49C11_1/S_350897/graphs.pt,0,49,11,60,B49C11,S_350897
D:\Sara\All_DFT_Data,120/B99C21_2/S_88646/graphs.pt,0,99,21,120,B99C21,S_88646
D:\Sara\All_DFT_Data,60/B53C7_4/S_131320/graphs.pt,0,53,7,60,B53C7,S_131320
D:\Sara\All_DFT_Data,120/B111C9_3/S_58838/graphs.pt,0,111,9,120,B111C9,S_58838
D:\Sara\All_DFT_Data,60/B51C9_1/S_201867/graphs.pt,0,51,9,60,B51C9,S_201867
D:\Sara\All_DFT_Data,30/B27C3_4/S_210867/graphs.pt,0,27,3,30,B27C3,S_210867
D:\Sara\All_DFT_Data,30/B25C5_5/S_65677/graphs.pt,0,25,5,30,B25C5,S_65677
D:\Sara\All_DFT_Data,15/B14C_5/S_204808/graphs.pt,0,14,1,15,B14C1,S_204808
D:\Sara\All_DFT_Data,60/B47C13_2/S_101833/graphs.pt,0,47,13,60,B47C13,S_101833
D:\Sara\All_DFT_Data,120/B111C9_2/S_85976/graphs.pt,0,111,9,120,B111C9,S_85976
D:\Sara\All_DFT_Data,15/B14C_3/S_191886/graphs.pt,0,14,1,15,B14C1,S_191886
D:\Sara\All_DFT_Data,15/B11C4_1/S_301852/graphs.pt,0,11,4,15,B11C4,S_301852
D:\Sara\All_DFT_Data,120/B105C15_5/S_323092/graphs.pt,0,105,15,120,B105C15,S_323092
D:\Sara\All_DFT_Data,120/B113C7_1/S_290776/graphs.pt,0,113,7,120,B113C7,S_290776
D:\Sara\All_DFT_Data,15/B12C3_3/S_173336/graphs.pt,0,12,3,15,B12C3,S_173336
D:\Sara\All_DFT_Data,60/B45C15_4/S_345830/graphs.pt,0,45,15,60,B45C15,S_345830
D:\Sara\All_DFT_Data,120/B103C17_1/S_366962/graphs.pt,0,103,17,120,B103C17,S_366962
D:\Sara\All_DFT_Data,120/B113C7_4/S_46129/graphs.pt,0,113,7,120,B113C7,S_46129
D:\Sara\All_DFT_Data,60/B55C5_2/S_103564/graphs.pt,0,55,5,60,B55C5,S_103564
D:\Sara\All_DFT_Data,60/B45C15_5/S_207310/graphs.pt,0,45,15,60,B45C15,S_207310
D:\Sara\All_DFT_Data,15/B14C_5/S_218314/graphs.pt,0,14,1,15,B14C1,S_218314
D:\Sara\All_DFT_Data\Test_Data,Test62/graphs.pt,1,12,3,15,B12C3,Test62
D:\Sara\All_DFT_Data,15/B11C4_3/S_358585/graphs.pt,0,11,4,15,B11C4,S_358585
D:\Sara\All_DFT_Data,120/B101C19_1/S_44146/graphs.pt,0,101,19,120,B101C19,S_44146
D:\Sara\All_DFT_Data,30/B27C3_5/S_293109/graphs.pt,0,27,3,30,B27C3,S_293109
D:\Sara\All_DFT_Data,120/B107C13_2/S_184640/graphs.pt,0,107,13,120,B107C13,S_184640
D:\Sara\All_DFT_Data,120/B99C21_4/S_257792/graphs.pt,0,99,21,120,B99C21,S_257792
D:\Sara\All_DFT_Data,30/B23C7_3/S_25143/graphs.pt,0,23,7,30,B23C7,S_25143
D:\Sara\All_DFT_Data,30/B27C3_3/S_379196/graphs.pt,0,27,3,30,B27C3,S_379196
D:\Sara\All_DFT_Data,60/B49C11_3/S_317264/graphs.pt,0,49,11,60,B49C11,S_317264
D:\Sara\All_DFT_Data,120/B107C13_3/S_65633/graphs.pt,0,107,13,120,B107C13,S_65633
D:\Sara\All_DFT_Data,15/B13C2_2/S_330546/graphs.pt,0,13,2,15,B13C2,S_330546
D:\Sara\All_DFT_Data,120/B101C19_5/S_272271/graphs.pt,0,101,19,120,B101C19,S_272271
D:\Sara\All_DFT_Data,120/B105C15_1/S_369859/graphs.pt,0,105,15,120,B105C15,S_369859
D:\Sara\All_DFT_Data,60/B51C9_1/S_97588/graphs.pt,0,51,9,60,B51C9,S_97588
D:\Sara\All_DFT_Data\Test_Data,Test16/graphs.pt,1,13,2,15,B13C2,Test16
D:\Sara\All_DFT_Data,15/B13C2_5/S_336048/graphs.pt,0,13,2,15,B13C2,S_336048
D:\Sara\All_DFT_Data,60/B47C13_2/S_38461/graphs.pt,0,47,13,60,B47C13,S_38461
D:\Sara\All_DFT_Data,120/B103C17_2/S_285720/graphs.pt,0,103,17,120,B103C17,S_285720
D:\Sara\All_DFT_Data,120/B111C9_3/S_155581/graphs.pt,0,111,9,120,B111C9,S_155581
D:\Sara\All_DFT_Data,60/B45C15_5/S_373037/graphs.pt,0,45,15,60,B45C15,S_373037
D:\Sara\All_DFT_Data,15/B11C4_2/S_198499/graphs.pt,0,11,4,15,B11C4,S_198499
D:\Sara\All_DFT_Data,120/B97C23_1/S_278622/graphs.pt,0,97,23,120,B97C23,S_278622
D:\Sara\All_DFT_Data,15/B12C3_2/S_273576/graphs.pt,0,12,3,15,B12C3,S_273576
D:\Sara\All_DFT_Data,60/B53C7_4/S_360100/graphs.pt,0,53,7,60,B53C7,S_360100
D:\Sara\All_DFT_Data,120/B105C15_3/S_282802/graphs.pt,0,105,15,120,B105C15,S_282802
D:\Sara\All_DFT_Data,120/B105C15_5/S_194311/graphs.pt,0,105,15,120,B105C15,S_194311
D:\Sara\All_DFT_Data,15/B11C4_1/S_319963/graphs.pt,0,11,4,15,B11C4,S_319963
D:\Sara\All_DFT_Data,120/B107C13_5/S_170870/graphs.pt,0,107,13,120,B107C13,S_170870
D:\Sara\All_DFT_Data,60/B53C7_2/S_219359/graphs.pt,0,53,7,60,B53C7,S_219359
D:\Sara\All_DFT_Data,60/B55C5_4/S_59023/graphs.pt,0,55,5,60,B55C5,S_59023
D:\Sara\All_DFT_Data,60/B45C15_3/S_49992/graphs.pt,0,45,15,60,B45C15,S_49992
D:\Sara\All_DFT_Data,120/B109C11_2/S_395234/graphs.pt,0,109,11,120,B109C11,S_395234
D:\Sara\All_DFT_Data,60/B47C13_4/S_366895/graphs.pt,0,47,13,60,B47C13,S_366895
D:\Sara\All_DFT_Data,60/B47C13_2/S_365284/graphs.pt,0,47,13,60,B47C13,S_365284
D:\Sara\All_DFT_Data,120/B105C15_4/S_307020/graphs.pt,0,105,15,120,B105C15,S_307020
D:\Sara\All_DFT_Data,60/B49C11_5/S_152067/graphs.pt,0,49,11,60,B49C11,S_152067
D:\Sara\All_DFT_Data,60/B49C11_5/S_73547/graphs.pt,0,49,11,60,B49C11,S_73547
D:\Sara\All_DFT_Data,60/B51C9_2/S_78582/graphs.pt,0,51,9,60,B51C9,S_78582
D:\Sara\All_DFT_Data,120/B109C11_5/S_78051/graphs.pt,0,109,11,120,B109C11,S_78051
D:\Sara\All_DFT_Data,120/B113C7_3/S_279824/graphs.pt,0,113,7,120,B113C7,S_279824
D:\Sara\All_DFT_Data,60/B49C11_4/S_152192/graphs.pt,0,49,11,60,B49C11,S_152192
D:\Sara\All_DFT_Data,15/B13C2_5/S_326461/graphs.pt,0,13,2,15,B13C2,S_326461
D:\Sara\All_DFT_Data,15/B11C4_2/S_317154/graphs.pt,0,11,4,15,B11C4,S_317154
D:\Sara\All_DFT_Data,120/B111C9_4/S_211514/graphs.pt,0,111,9,120,B111C9,S_211514
D:\Sara\All_DFT_Data,120/B111C9_4/S_294450/graphs.pt,0,111,9,120,B111C9,S_294450
D:\Sara\All_DFT_Data,60/B55C5_2/S_273482/graphs.pt,0,55,5,60,B55C5,S_273482
D:\Sara\All_DFT_Data,60/B45C15_1/S_180988/graphs.pt,0,45,15,60,B45C15,S_180988
D:\Sara\All_DFT_Data,120/B111C9_4/S_40750/graphs.pt,0,111,9,120,B111C9,S_40750
D:\Sara\All_DFT_Data,60/B53C7_5/S_11534/graphs.pt,0,53,7,60,B53C7,S_11534
D:\Sara\All_DFT_Data,120/B111C9_5/S_49577/graphs.pt,0,111,9,120,B111C9,S_49577
D:\Sara\All_DFT_Data,60/B47C13_2/S_267596/graphs.pt,0,47,13,60,B47C13,S_267596
D:\Sara\All_DFT_Data,30/B23C7_3/S_269470/graphs.pt,0,23,7,30,B23C7,S_269470
D:\Sara\All_DFT_Data,60/B53C7_5/S_214527/graphs.pt,0,53,7,60,B53C7,S_214527
D:\Sara\All_DFT_Data,30/B27C3_1/S_7625/graphs.pt,0,27,3,30,B27C3,S_7625
D:\Sara\All_DFT_Data,120/B113C7_4/S_199305/graphs.pt,0,113,7,120,B113C7,S_199305
D:\Sara\All_DFT_Data,60/B49C11_3/S_310400/graphs.pt,0,49,11,60,B49C11,S_310400
D:\Sara\All_DFT_Data,15/B13C2_4/S_252114/graphs.pt,0,13,2,15,B13C2,S_252114
D:\Sara\All_DFT_Data,120/B109C11_4/S_105428/graphs.pt,0,109,11,120,B109C11,S_105428
D:\Sara\All_DFT_Data,30/B25C5_1/S_342250/graphs.pt,0,25,5,30,B25C5,S_342250
D:\Sara\All_DFT_Data,120/B97C23_3/S_112860/graphs.pt,0,97,23,120,B97C23,S_112860
D:\Sara\All_DFT_Data,30/B23C7_3/S_14776/graphs.pt,0,23,7,30,B23C7,S_14776
D:\Sara\All_DFT_Data,30/B25C5_2/S_384554/graphs.pt,0,25,5,30,B25C5,S_384554
D:\Sara\All_DFT_Data,30/B23C7_3/S_346983/graphs.pt,0,23,7,30,B23C7,S_346983
D:\Sara\All_DFT_Data,120/B99C21_1/S_127499/graphs.pt,0,99,21,120,B99C21,S_127499
D:\Sara\All_DFT_Data\Test_Data,Test65/graphs.pt,1,103,17,120,B103C17,Test65
D:\Sara\All_DFT_Data,120/B101C19_5/S_175808/graphs.pt,0,101,19,120,B101C19,S_175808
D:\Sara\All_DFT_Data,120/B97C23_4/S_388020/graphs.pt,0,97,23,120,B97C23,S_388020
D:\Sara\All_DFT_Data\Test_Data,Test33/graphs.pt,1,12,3,15,B12C3,Test33
D:\Sara\All_DFT_Data,120/B97C23_1/S_101210/graphs.pt,0,97,23,120,B97C23,S_101210
D:\Sara\All_DFT_Data,60/B51C9_1/S_249728/graphs.pt,0,51,9,60,B51C9,S_249728
D:\Sara\All_DFT_Data,120/B105C15_2/S_12187/graphs.pt,0,105,15,120,B105C15,S_12187
D:\Sara\All_DFT_Data\Test_Data,Test13/graphs.pt,1,51,9,60,B51C9,Test13
D:\Sara\All_DFT_Data,30/B23C7_2/S_20083/graphs.pt,0,23,7,30,B23C7,S_20083
D:\Sara\All_DFT_Data,120/B107C13_2/S_267419/graphs.pt,0,107,13,120,B107C13,S_267419
D:\Sara\All_DFT_Data,15/B11C4_2/S_185766/graphs.pt,0,11,4,15,B11C4,S_185766
D:\Sara\All_DFT_Data,60/B51C9_5/S_109666/graphs.pt,0,51,9,60,B51C9,S_109666
D:\Sara\All_DFT_Data,120/B101C19_2/S_171542/graphs.pt,0,101,19,120,B101C19,S_171542
D:\Sara\All_DFT_Data,15/B13C2_3/S_398675/graphs.pt,0,13,2,15,B13C2,S_398675
D:\Sara\All_DFT_Data,30/B25C5_5/S_346749/graphs.pt,0,25,5,30,B25C5,S_346749
D:\Sara\All_DFT_Data,60/B45C15_1/S_234878/graphs.pt,0,45,15,60,B45C15,S_234878
D:\Sara\All_DFT_Data,120/B109C11_4/S_332698/graphs.pt,0,109,11,120,B109C11,S_332698
D:\Sara\All_DFT_Data,60/B47C13_5/S_107889/graphs.pt,0,47,13,60,B47C13,S_107889
D:\Sara\All_DFT_Data\Test_Data,Test54/graphs.pt,1,13,2,15,B13C2,Test54
D:\Sara\All_DFT_Data,15/B12C3_3/S_336433/graphs.pt,0,12,3,15,B12C3,S_336433
D:\Sara\All_DFT_Data,120/B101C19_5/S_17490/graphs.pt,0,101,19,120,B101C19,S_17490
D:\Sara\All_DFT_Data,120/B97C23_5/S_119320/graphs.pt,0,97,23,120,B97C23,S_119320
D:\Sara\All_DFT_Data,120/B103C17_3/S_183440/graphs.pt,0,103,17,120,B103C17,S_183440
D:\Sara\All_DFT_Data,15/B14C_5/S_125867/graphs.pt,0,14,1,15,B14C1,S_125867
D:\Sara\All_DFT_Data,60/B55C5_5/S_260246/graphs.pt,0,55,5,60,B55C5,S_260246
D:\Sara\All_DFT_Data,30/B23C7_1/S_16449/graphs.pt,0,23,7,30,B23C7,S_16449
D:\Sara\All_DFT_Data\Test_Data,Test11/graphs.pt,1,45,15,60,B45C15,Test11
D:\Sara\All_DFT_Data,60/B49C11_2/S_220064/graphs.pt,0,49,11,60,B49C11,S_220064
D:\Sara\All_DFT_Data,120/B107C13_5/S_62791/graphs.pt,0,107,13,120,B107C13,S_62791
D:\Sara\All_DFT_Data,60/B45C15_1/S_51133/graphs.pt,0,45,15,60,B45C15,S_51133
D:\Sara\All_DFT_Data,60/B55C5_2/S_311812/graphs.pt,0,55,5,60,B55C5,S_311812
D:\Sara\All_DFT_Data,60/B51C9_1/S_194821/graphs.pt,0,51,9,60,B51C9,S_194821
D:\Sara\All_DFT_Data,60/B51C9_3/S_97859/graphs.pt,0,51,9,60,B51C9,S_97859
D:\Sara\All_DFT_Data,15/B14C_1/S_394481/graphs.pt,0,14,1,15,B14C1,S_394481
D:\Sara\All_DFT_Data,60/B53C7_3/S_210175/graphs.pt,0,53,7,60,B53C7,S_210175
D:\Sara\All_DFT_Data,60/B45C15_5/S_373092/graphs.pt,0,45,15,60,B45C15,S_373092
D:\Sara\All_DFT_Data,15/B14C_1/S_49773/graphs.pt,0,14,1,15,B14C1,S_49773
D:\Sara\All_DFT_Data,60/B47C13_1/S_83820/graphs.pt,0,47,13,60,B47C13,S_83820
D:\Sara\All_DFT_Data,60/B45C15_5/S_8409/graphs.pt,0,45,15,60,B45C15,S_8409
D:\Sara\All_DFT_Data,60/B53C7_5/S_77507/graphs.pt,0,53,7,60,B53C7,S_77507
D:\Sara\All_DFT_Data,120/B109C11_5/S_378706/graphs.pt,0,109,11,120,B109C11,S_378706
D:\Sara\All_DFT_Data\Test_Data,Test74/graphs.pt,1,23,7,30,B23C7,Test74
D:\Sara\All_DFT_Data,60/B51C9_5/S_286404/graphs.pt,0,51,9,60,B51C9,S_286404
D:\Sara\All_DFT_Data,120/B107C13_1/S_29152/graphs.pt,0,107,13,120,B107C13,S_29152
D:\Sara\All_DFT_Data,60/B53C7_5/S_238930/graphs.pt,0,53,7,60,B53C7,S_238930
D:\Sara\All_DFT_Data,30/B23C7_2/S_61367/graphs.pt,0,23,7,30,B23C7,S_61367
D:\Sara\All_DFT_Data,60/B51C9_1/S_87237/graphs.pt,0,51,9,60,B51C9,S_87237
D:\Sara\All_DFT_Data,15/B12C3_3/S_258421/graphs.pt,0,12,3,15,B12C3,S_258421
D:\Sara\All_DFT_Data,15/B13C2_4/S_215857/graphs.pt,0,13,2,15,B13C2,S_215857
D:\Sara\All_DFT_Data,120/B97C23_2/S_29892/graphs.pt,0,97,23,120,B97C23,S_29892
D:\Sara\All_DFT_Data\Test_Data,Test31/graphs.pt,1,11,4,15,B11C4,Test31
D:\Sara\All_DFT_Data,120/B109C11_1/S_374534/graphs.pt,0,109,11,120,B109C11,S_374534
D:\Sara\All_DFT_Data,120/B111C9_2/S_174503/graphs.pt,0,111,9,120,B111C9,S_174503
D:\Sara\All_DFT_Data,30/B27C3_1/S_163578/graphs.pt,0,27,3,30,B27C3,S_163578
D:\Sara\All_DFT_Data,15/B12C3_3/S_304096/graphs.pt,0,12,3,15,B12C3,S_304096
D:\Sara\All_DFT_Data,30/B25C5_1/S_152538/graphs.pt,0,25,5,30,B25C5,S_152538
D:\Sara\All_DFT_Data,60/B51C9_2/S_72901/graphs.pt,0,51,9,60,B51C9,S_72901
D:\Sara\All_DFT_Data,120/B99C21_3/S_358089/graphs.pt,0,99,21,120,B99C21,S_358089
D:\Sara\All_DFT_Data,15/B13C2_3/S_369146/graphs.pt,0,13,2,15,B13C2,S_369146
D:\Sara\All_DFT_Data,120/B113C7_3/S_211423/graphs.pt,0,113,7,120,B113C7,S_211423
D:\Sara\All_DFT_Data,120/B99C21_5/S_77020/graphs.pt,0,99,21,120,B99C21,S_77020
D:\Sara\All_DFT_Data,15/B14C_5/S_67876/graphs.pt,0,14,1,15,B14C1,S_67876
D:\Sara\All_DFT_Data,60/B49C11_3/S_374851/graphs.pt,0,49,11,60,B49C11,S_374851
D:\Sara\All_DFT_Data,15/B14C_1/S_387885/graphs.pt,0,14,1,15,B14C1,S_387885
D:\Sara\All_DFT_Data,120/B103C17_2/S_981/graphs.pt,0,103,17,120,B103C17,S_981
D:\Sara\All_DFT_Data,15/B12C3_1/S_18713/graphs.pt,0,12,3,15,B12C3,S_18713
D:\Sara\All_DFT_Data,60/B45C15_3/S_46744/graphs.pt,0,45,15,60,B45C15,S_46744
D:\Sara\All_DFT_Data,120/B107C13_3/S_9294/graphs.pt,0,107,13,120,B107C13,S_9294
D:\Sara\All_DFT_Data,120/B97C23_3/S_228255/graphs.pt,0,97,23,120,B97C23,S_228255
D:\Sara\All_DFT_Data,120/B99C21_3/S_49201/graphs.pt,0,99,21,120,B99C21,S_49201
D:\Sara\All_DFT_Data,60/B47C13_4/S_145733/graphs.pt,0,47,13,60,B47C13,S_145733
D:\Sara\All_DFT_Data\Test_Data,Test46/graphs.pt,1,13,2,15,B13C2,Test46
D:\Sara\All_DFT_Data,60/B51C9_1/S_367604/graphs.pt,0,51,9,60,B51C9,S_367604
D:\Sara\All_DFT_Data,120/B113C7_4/S_176610/graphs.pt,0,113,7,120,B113C7,S_176610
D:\Sara\All_DFT_Data,15/B14C_4/S_264136/graphs.pt,0,14,1,15,B14C1,S_264136
D:\Sara\All_DFT_Data,30/B27C3_2/S_139926/graphs.pt,0,27,3,30,B27C3,S_139926
D:\Sara\All_DFT_Data,120/B101C19_4/S_289703/graphs.pt,0,101,19,120,B101C19,S_289703
D:\Sara\All_DFT_Data,15/B11C4_3/S_97928/graphs.pt,0,11,4,15,B11C4,S_97928
D:\Sara\All_DFT_Data,60/B53C7_2/S_150636/graphs.pt,0,53,7,60,B53C7,S_150636
D:\Sara\All_DFT_Data,30/B25C5_1/S_87675/graphs.pt,0,25,5,30,B25C5,S_87675
D:\Sara\All_DFT_Data,120/B113C7_4/S_350840/graphs.pt,0,113,7,120,B113C7,S_350840
D:\Sara\All_DFT_Data,120/B105C15_5/S_365505/graphs.pt,0,105,15,120,B105C15,S_365505
D:\Sara\All_DFT_Data,15/B13C2_5/S_161670/graphs.pt,0,13,2,15,B13C2,S_161670
D:\Sara\All_DFT_Data,15/B12C3_1/S_253999/graphs.pt,0,12,3,15,B12C3,S_253999
D:\Sara\All_DFT_Data,120/B113C7_3/S_269044/graphs.pt,0,113,7,120,B113C7,S_269044
